,Rank,Name,Platform,Genre,Publisher,ESRB_Rating,Developer,Critic_Score
25538,25539,Burnout Paradise,XBL,Racing,Electronic Arts,E10,Criterion Games,9.0
25539,25540,Burnout Paradise: Big Surf Island,PSN,Racing,Electronic Arts,E10,Criterion Games,8.0
25540,25541,Burnout Paradise: Big Surf Island,XBL,Racing,Electronic Arts,E10,Criterion Games,8.0
25563,25564,Bust-A-Move 4,DC,Puzzle,Acclaim Entertainment,E,Taito Corporation,8.2
25591,25592,Buzz Lightyear of Star Command,DC,Platform,Activision,E,Traveller's Tales,5.2
25660,25661,Caesars Palace,PS,Misc,Interplay,E,Interplay,5.1
25661,25662,Caesars Palace 2000: Millennium Gold Edition,DC,Misc,Interplay,E,Runecraft,2.5
25707,25708,Call of Duty,NGage,Shooter,Activision,T,Activision,5.9
25709,25710,Call of Duty 3,XB,Shooter,Activision,T,Treyarch,8.5
25713,25714,Call of Duty Classic,PSN,Shooter,Activision,T,Infinity Ward,7.5
25714,25715,Call of Duty Classic,XBL,Shooter,Activision,T,Infinity Ward,7.5
25715,25716,Call of Duty: Black Ops,XBL,Shooter,Activision,M,Treyarch,8.8
25716,25717,Call of Duty: Black Ops,PSN,Shooter,Activision,M,Treyarch,8.7
25717,25718,Call of Duty: Black Ops - Annihilation,PSN,Shooter,Activision,M,Treyarch,7.0
25718,25719,Call of Duty: Black Ops - Annihilation,XBL,Shooter,Activision,M,Treyarch,8.0
25719,25720,Call of Duty: Black Ops - Annihilation,PC,Shooter,Activision,M,Treyarch,7.0
25721,25722,Call of Duty: Black Ops - Escalation,XBL,Shooter,Activision,M,Treyarch,8.3
25725,25726,Call of Duty: Black Ops - First Strike,XBL,Shooter,Activision,M,Treyarch,7.7
25726,25727,Call of Duty: Black Ops - Rezurrection,XBL,Shooter,Activision,M,Treyarch,7.5
25760,25761,Camp Lazlo: Leaky Lake Games,GBA,Action,Crave Entertainment,E,Collision Studios,4.0
25785,25786,Cannon Fodder,PC,Strategy,Virgin Interactive,T,Audio Visual Magic,9.0
25788,25789,Cannon Spike,DC,Shooter,Capcom,T,Unknown,8.2
25803,25804,Capcom Classics Collection Reloaded,PSN,Misc,Capcom,T,Capcom,7.1
25805,25806,Capcom Classics Collection Remixed,PSN,Misc,Capcom,T,Digital Eclipse,7.6
25820,25821,Capcom Puzzle World,PSN,Misc,Capcom,E,Capcom,7.4
25822,25823,Capcom vs. SNK Pro,PS,Fighting,Capcom,T,Capcom,7.7
25868,25869,Car and Driver Presents: Grand Tour Racing '98,PS,Racing,Activision,E,Eutechnyx,7.0
25875,25876,Car Tycoon,PC,Strategy,Fishtank Interactive,E,Fishtank Interactive,5.4
25877,25878,Carcassonne,XBL,Strategy,Sierra Online,E,Sierra Online,7.5
25923,25924,Carnival Cruise Line Tycoon 2005: Island Hopping,PC,Strategy,Activision,T,Artex Software,4.3
25935,25936,Carrier,DC,Adventure,Jaleco,M,Jaleco Entertainment,7.1
25944,25945,CART Flag To Flag,DC,Racing,Sega,E,Zoom Inc.,6.3
25950,25951,Cartoon Network Speedway,GBA,Racing,Majesco,E,DC Studios,3.0
25983,25984,Castle Crashers,XBL,Action,The Behemoth,T,The Behemoth,7.0
26022,26023,Castlevania,VC,Platform,Konami,E,Konami,7.5
26026,26027,Castlevania II: Simon's Quest,VC,Platform,Konami,E,Konami,7.0
26027,26028,Castlevania III: Dracula's Curse,VC,Platform,Capcom,E,Konami,9.0
26031,26032,Castlevania: Symphony of the Night,PSN,Platform,Konami,T,Digital Eclipse,9.3
26032,26033,Castlevania: Harmony of Despair,XBL,Action,Konami,T,Konami,6.8
26033,26034,Castlevania: Harmony of Despair,PSN,Adventure,Konami,T,Konami,7.5
26039,26040,Castlevania: Rondo of Blood,VC,Platform,Konami,T,Konami,9.0
26040,26041,Castlevania: Symphony of the Night,XBL,Platform,Konami,T,Digital Eclipse,8.9
26042,26043,Castlevania: The Adventure ReBirth,WW,Platform,Konami,T,M2,8.2
26043,26044,Castlevania: The Dracula X Chronicles,PSN,Platform,Konami,T,Konami,8.1
26052,26053,Catan,XBL,Strategy,Microsoft,E,Big Huge Games,7.5
26080,26081,Cave Story,WW,Platform,Unknown,E10,Nicalis,8.8
26105,26106,Centipede,DC,Shooter,Hasbro Interactive,E,Leaping Lizard Software Inc.,5.0
26177,26178,Championship Surfer,DC,Sports,Mattel Interactive,E,Krome Studios,6.1
26217,26218,Charge 'N Blast,DC,Shooter,Xicat Interactive,T,Xicat Interactive,6.4
26230,26231,Charlotte's Web,GBA,Action,Sega,E,Backbone Entertainment,6.0
26293,26294,Chessmaster Live,XBL,Strategy,Microsoft,E,Ubisoft Sofia,7.6
26330,26331,Chicken Run,DC,Adventure,Eidos Interactive,E,Blitz Games,6.1
26350,26351,Chime,XBL,Puzzle,Valcon Games,E,Zoe Mode,8.0
26351,26352,Chime Super Deluxe,PSN,Puzzle,Unknown,E,Zoe Mode,7.6
26445,26446,Christmas NiGHTS into dreams...,SAT,Platform,Sega,E,Sonic Team,8.0
26459,26460,Chronicles of Pern: Dragon Riders,DC,Role-Playing,Ubisoft,T,Ubisoft,4.9
26465,26466,Chrono Trigger,VC,Role-Playing,Square Enix,E10,SquareSoft,9.5
26475,26476,ChuChu Rocket!,DC,Strategy,Sega,E,Sonic Team,8.5
26574,26575,ClaDun x2,PSN,Role-Playing,Unknown,E10,System Prisma,6.0
26575,26576,ClaDun: This is an RPG,PSN,Role-Playing,NIS America,E10,System Prisma,8.0
26657,26658,Cloning Clyde,XBL,Platform,NinjaBee,E10,NinjaBee,7.6
26680,26681,Cloudy with a Chance of Meatballs,PSN,Adventure,Ubisoft,E,Ubisoft Shanghai,6.0
26712,26713,Coaster Works,DC,Action,Xicat Interactive,E,Unknown,6.9
26756,26757,Coded Arms,PSN,Shooter,Konami,T,Konami,6.1
26768,26769,Coffee Tycoon,PC,Strategy,Anarchy Enterprises,E,Anarchy Enterprises,4.0
26784,26785,Colin McRae Rally 2005,NGage,Racing,Nokia,E,Ideaworks3D,8.3
26793,26794,College Hoops 2K7,XB,Sports,2K Sports,E,Visual Concepts,7.2
26794,26795,College Hoops 2K7,PS2,Sports,2K Sports,E,Visual Concepts,7.1
26817,26818,ColorZ,WW,Puzzle,Exkee,E,Exkee,7.0
26828,26829,Columns,VC,Puzzle,Sega,E,Sega,6.5
26832,26833,Columns Crown,GBA,Puzzle,THQ,E,Sega,7.3
26866,26867,Comet Crash,PSN,Strategy,Pelfast,E,Pelfast,8.5
26867,26868,Comic Jumper,XBL,Platform,Twisted Pixel Games,T,Twisted Pixel Games,7.7
26897,26898,Command & Conquer,SAT,Strategy,Westwood Studios,T,Westwood Studios,9.1
26902,26903,Command & Conquer Red Alert 2: Yuri's Revenge,PC,Strategy,Electronic Arts,T,Westwood Studios,9.2
26927,26928,Commanders: Attack of the Genos,XBL,Strategy,Sierra Entertainment,E10,Sierra Online / Southend Interactive,7.0
26951,26952,Confidential Mission,DC,Shooter,Sega,T,Hitmaker,6.8
26953,26954,Conflict Zone,DC,Strategy,Ubisoft,T,MASA Group,5.3
26990,26991,Contra,XBL,Shooter,Konami,E10,Digital Eclipse,5.9
26995,26996,Contra ReBirth,WW,Shooter,Konami,E10,M2,8.1
27088,27089,Costume Quest,PSN,Role-Playing,THQ,E10,Double Fine Productions,7.6
27089,27090,Costume Quest,XBL,Role-Playing,THQ,E10,Double Fine Productions,7.6
27098,27099,Costume Quest: Grubbins on Ice,XBL,Role-Playing,THQ,E10,Double Fine Productions,6.9
27099,27100,Costume Quest: Grubbins on Ice,PSN,Role-Playing,THQ,E10,Double Fine Productions,6.9
27156,27157,Crash Commando,PSN,Shooter,Sony Computer Entertainment,T,EPOS Game Studios,7.8
27158,27159,Crash Nitro Kart,NGage,Racing,Nokia,E,Vicarious Visions,6.0
27221,27222,Crazy Machines Elements,XBL,Puzzle,DTP Entertainment,E,FAKT Software GmBH,5.0
27232,27233,Crazy Taxi,PC,Racing,Activision,T,Strangelite,5.0
27233,27234,Crazy Taxi,XBL,Racing,Sega,T,Sega,6.0
27234,27235,Crazy Taxi,PSN,Racing,Sega,E10,Sega,6.0
27236,27237,Crazy Taxi: Fare Wars,PSN,Racing,Sega,E10,Sniper Studios,6.3
27287,27288,Crimson Alliance,XBL,Role-Playing,Microsoft,T,Certain Affinity,7.6
27293,27294,Crimson Gem Saga,PSN,Role-Playing,Atlus,T,IronNos Corp.,7.3
27296,27297,Crimson Shroud,3DS,Role-Playing,Level 5,T,Nex Entertainment,7.9
27312,27313,Critter Crunch,PSN,Puzzle,Capybara Games,E,Capybara Games,8.8
27373,27374,Crusaders of Might and Magic,PC,Role-Playing,3DO,T,3DO,4.8
27376,27377,Crush,PSN,Platform,Sega,E10,Zoe Mode,8.5
27398,27399,Crysis 3,PC,Shooter,Electronic Arts,M,Crytek,7.5
27406,27407,Crystal Defenders,XBL,Strategy,Square Enix,E,TOSE Software,5.7
27407,27408,Crystal Defenders,PSN,Strategy,Square Enix,E,TOSE Software,7.5
27409,27410,Crystal Defenders R1,WW,Strategy,Square Enix,E,Square Enix,6.4
27410,27411,Crystal Defenders R2,WW,Strategy,Square Enix,E,Square Enix,5.8
27419,27420,Crystal Quest,XBL,Shooter,Microsoft,E,Stainless Games,6.2
27456,27457,Cubixx,PSN,Puzzle,Laughing Jackal,E,Laughing Jackal,6.6
27529,27530,Cyber Troopers Virtual-On: Oratorio Tangram,DC,Fighting,Activision,T,Sega-AM3,8.2
27530,27531,Cyber Troopers Virtual-On: Oratorio Tangram Ver. 5.66,XBL,Fighting,Sega,E,Sega-AM2,7.0
27576,27577,D-2,DC,Adventure,Sega,M,Warp,6.4
27744,27745,Dante's Inferno,PSN,Action,Electronic Arts,M,Artificial Mind & Movement,4.5
27767,27768,Dark Age of Camelot,PC,Role-Playing,Mythic Entertainment,T,Mythic Entertainment,8.7
27821,27822,Dark Void Zero,DSiW,Platform,Capcom,E,Other Ocean Interactive,8.5
27833,27834,Darkest of Days,PC,Shooter,Phantom EFX,M,8MonkeyLabs,4.8
27843,27844,Darkstalkers Chronicle: The Chaos Tower,PSN,Fighting,Capcom,T,Capcom,7.5
27862,27863,Darwinia+,XBL,Strategy,Introversion,E,Introversion Software,8.0
27872,27873,Dave Mirra Freestyle BMX,DC,Sports,Acclaim Entertainment,E,"Z-Axis, Ltd.",7.1
27909,27910,Daytona USA,DC,Racing,Sega,E,Amusement Vision,7.7
27911,27912,Daytona USA,XBL,Racing,Sega,E,Sega,9.0
27912,27913,Daytona USA,PSN,Racing,Sega,E,Sega,8.5
27919,27920,DC Universe Online,PSN,MMO,Sony Online Entertainment,T,WBIE,6.7
27935,27936,Dead Block,PSN,Action,Namco Bandai,T,Candygun Games,4.5
27936,27937,Dead Block,XBL,Action,Namco Bandai,T,Candygun Games,4.0
27941,27942,Dead Head Fred,PSN,Action,D3 Publisher,M,Vicious Cycle,7.4
27956,27957,Dead Nation,PSN,Shooter,Sony Computer Entertainment,M,Housemarque,7.0
27967,27968,Dead Rising 2: Case West,XBL,Action,Capcom,M,Blue Castle Games,7.6
27968,27969,Dead Rising 2: Case Zero,XBL,Action,Capcom,M,Blue Castle Games,7.9
27971,27972,Dead Space,XBL,Shooter,Electronic Arts,M,EA Redwood Shores,9.0
27990,27991,Deadliest Warrior: Legends,XBL,Fighting,Unknown,M,"Pipeworks Software, Inc.",6.5
27991,27992,Deadliest Warrior: Legends,PSN,Fighting,Unknown,M,"Pipeworks Software, Inc.",5.5
28014,28015,Death By Cube,XBL,Shooter,Square Enix,T,Premium Agency,4.5
28018,28019,Death Crimson OX,DC,Shooter,Sammy Corporation,T,Ecole Software,5.1
28022,28023,Death Jr. II: Root of Evil,PSN,Platform,Konami,T,Backbone Entertainment,6.9
28028,28029,Death Tank,XBL,Strategy,Microsoft,E10,Snowblind Studios,6.8
28039,28040,DeathSpank,PC,Role-Playing,Hothead Games,T,Hothead Games,8.2
28040,28041,DeathSpank,XBL,Role-Playing,Electronic Arts,T,Hothead Games,7.7
28041,28042,DeathSpank,PSN,Role-Playing,Electronic Arts,T,Hothead Games,7.8
28042,28043,DeathSpank: Thongs of Virtue,PSN,Role-Playing,Electronic Arts,T,Hothead Games,8.3
28043,28044,DeathSpank: Thongs of Virtue,XBL,Role-Playing,Electronic Arts,T,Hothead Games,8.5
28044,28045,DeathSpank: Thongs of Virtue,PC,Role-Playing,Electronic Arts,T,Hothead Games,8.5
28046,28047,Deca Sports Freedom,XBL,Sports,Hudson Entertainment,E10,Hudson Entertainment,3.0
28072,28073,Deep Fighter,DC,Simulation,Ubisoft,T,Criterion Games,7.3
28079,28080,Deep Sea Tycoon: Diver's Paradise,PC,Strategy,eGames,E10,Pixel after Pixel,6.5
28093,28094,Def Jam Fight for NY: The Takeover,PSN,Fighting,Electronic Arts,M,Aki Corp.,8.0
28098,28099,Defend Your Castle,WW,Strategy,XGenStudios,E,XGen Studios,6.6
28117,28118,Defense Grid: The Awakening,XBL,Strategy,Hidden Path Entertainment,E10,Hidden Path Entertainment,8.5
28118,28119,Defense of the Middle Kingdom,DSiW,Strategy,Aksys Games,E,Aksys Games,8.0
28167,28168,Demolition Racer: No Exit,DC,Racing,Infogrames,E,Pitbull Syndicate,7.7
28306,28307,Deus Ex: Human Revolution - The Missing Link,PC,Action,Square Enix,M,Eidos Montreal,7.5
28308,28309,Deus Ex: Human Revolution - The Missing Link,XBL,Action,Square Enix,M,Eidos Montreal,7.0
28309,28310,Deus Ex: Human Revolution - The Missing Link,PSN,Action,Square Enix,M,Eidos Montreal,8.0
28326,28327,Devil's Crush,VC,Misc,Hudson Soft,E,Compile,7.5
28391,28392,Dig Dug,XBL,Puzzle,Namco Bandai,E,Namco,6.7
28414,28415,Digimon Battle Spirit,GBA,Fighting,Bandai,E,Bandai,6.3
28423,28424,Digimon World 3,PS,Role-Playing,Bandai,E,Bandai,4.0
28445,28446,Diner Dash,XBL,Puzzle,Big Fish Games,E,GameLab,6.4
28447,28448,Diner Dash,WW,Puzzle,Hudson Soft,E,Hudson Entertainment,6.4
28464,28465,Dino Crisis,DC,Action,Capcom,M,Capcom Production Studio 4,7.2
28500,28501,Dirt Trax FX,SNES,Racing,Acclaim Entertainment,E,Sculptured Software,7.0
28526,28527,Disgaea 2: Dark Hero Days,PSN,Role-Playing,NIS America,E10,Nippon Ichi Software,8.1
28528,28529,Disgaea Infinite,PSN,Adventure,NIS America,T,Nippon Ichi Software,6.8
28529,28530,Disgaea: Afternoon of Darkness,PSN,Role-Playing,NIS America,E10,Nippon Ichi Software,8.7
28538,28539,Disney Fireworks,DSiW,Puzzle,Disney Interactive Studios,E,Disney Interactive Studios,5.0
28555,28556,Disney's 102 Dalmatians: Puppies to the Rescue,DC,Platform,Eidos Interactive,E,Crystal Dynamics,6.9
28564,28565,"Disney's American Dragon: Jake Long, Rise of the Huntsclan",GBA,Action,Buena Vista,E10,WayForward,6.0
28580,28581,Disney's Chicken Little: Ace in Action,PS2,Shooter,Buena Vista,E10,Avalanche Software,7.0
28582,28583,Disney's Dinosaur,DC,Action,Ubisoft,E,Disney Interactive,5.3
28583,28584,Disney's Donald Duck: Goin' Quackers,DC,Platform,Ubisoft,E,Disney Interactive Studios,7.2
28596,28597,Disney's Meet the Robinsons,GBA,Action,Disney Interactive Studios,E,Climax Entertainment,4.7
28634,28635,Dissidia 012: Duodecim Final Fantasy,PSN,Fighting,Square Enix,T,Square Enix,8.3
28636,28637,Dissidia: Final Fantasy,PSN,Fighting,Square Enix,T,Square Enix,8.1
28662,28663,DJ Max Fever,PSN,Misc,PM Studios,T,Pentavision Entertainment,7.7
28788,28789,Donkey Kong Country,VC,Platform,Nintendo,E,Rare Ltd.,8.1
28789,28790,Donkey Kong Country 2: Diddy's Kong Quest,VC,Platform,Nintendo,E,Rare Ltd.,8.8
28790,28791,Donkey Kong Country 3: Dixie Kong's Double Trouble!,VC,Platform,Nintendo,E,Rare Ltd.,8.5
28819,28820,Doom,XBL,Shooter,Activision,M,Nerve Software,8.0
28824,28825,Doom 3: Resurrection of Evil,PC,Shooter,Activision,M,Nerve Software,8.0
28887,28888,Doritos Crash Course,XBL,Racing,Microsoft Game Studios,E,Wanako Studios,8.0
28893,28894,DotMan,DSiW,Action,Agetec,E10,SilverStarJapan,7.5
28935,28936,Double Dungeons,VC,Role-Playing,Hudson Soft,E,NCS/Masaya,3.5
29027,29028,Dr. Seuss' The Cat in the Hat,GBA,Adventure,VU Games,E,Digital Eclipse,3.9
29033,29034,Draconus: Cult of the Wyrm,DC,Adventure,Crave Entertainment,T,Treyarch,7.2
29050,29051,Dragon Age II: Legacy,XBL,Role-Playing,Electronic Arts,M,BioWare,5.3
29052,29053,Dragon Age II: Legacy,PC,Role-Playing,Electronic Arts,M,BioWare,5.6
29064,29065,Dragon Age Origins: Darkspawn Chronicles,PC,Role-Playing,Electronic Arts,M,BioWare Corp.,5.3
29065,29066,Dragon Age Origins: Darkspawn Chronicles,PSN,Role-Playing,Electronic Arts,M,BioWare Corp.,5.0
29066,29067,Dragon Age Origins: Darkspawn Chronicles,XBL,Role-Playing,Electronic Arts,M,BioWare Corp.,5.3
29070,29071,Dragon Age Origins: Leliana's Song,PSN,Role-Playing,Electronic Arts,M,BioWare Corp.,7.0
29071,29072,Dragon Age Origins: Leliana's Song,XBL,Role-Playing,Electronic Arts,M,BioWare Corp.,7.0
29072,29073,Dragon Age Origins: Leliana's Song,PC,Role-Playing,Electronic Arts,M,BioWare Corp.,7.0
29074,29075,Dragon Age Origins: Return to Ostagar,PC,Role-Playing,Electronic Arts,M,BioWare Corp.,6.3
29075,29076,Dragon Age Origins: Return to Ostagar,XBL,Role-Playing,Electronic Arts,M,BioWare Corp.,5.8
29076,29077,Dragon Age Origins: The Stone Prisoner,PC,Role-Playing,Electronic Arts,M,BioWare Corp.,8.0
29077,29078,Dragon Age Origins: The Stone Prisoner,PSN,Role-Playing,Electronic Arts,M,BioWare Corp.,8.0
29078,29079,Dragon Age Origins: The Stone Prisoner,XBL,Role-Playing,Electronic Arts,M,BioWare Corp.,8.0
29155,29156,Dragon Quest Wars,DSiW,Strategy,Square Enix,E,Intelligent Systems,8.5
29189,29190,Dragon's Curse,VC,Platform,Hudson Soft,E,Hudson Soft,7.5
29217,29218,Dragoneer's Aria,PSN,Role-Playing,NIS America,E10,Hit Maker,5.2
29269,29270,Dreamkiller,PC,Shooter,Aspyr,M,Mindware Studios,4.6
29296,29297,Driver '76,PSN,Racing,Ubisoft,M,Sumo Digital,5.5
29314,29315,Droplitz,PSN,Puzzle,Atlus,E,Blitz Arcade,7.8
29316,29317,Droplitz,XBL,Puzzle,Atlus,E,Blitz Arcade,5.0
29374,29375,Ducati World Championship,PC,Racing,Unknown,E,Artematica Entertainment,3.0
29375,29376,Ducati World Racing Challenge,DC,Racing,Acclaim Entertainment,E,Attention To Detail,2.4
29426,29427,Dungeon Defenders,PSN,Role-Playing,Unknown,E10,Trendy Entertainment,8.3
29427,29428,Dungeon Defenders,XBL,Role-Playing,D3 Publisher,E10,Trendy Entertainment,7.3
29434,29435,Dungeon Explorer,VC,Role-Playing,Hudson Soft,E,Atlus Co.,6.0
29441,29442,Dungeon Explorer: Warriors of Ancient Arts,PSN,Role-Playing,Hudson Soft,T,Hudson Soft,6.1
29447,29448,Dungeon Hunter: Alliance,PSN,Role-Playing,Gameloft,T,Gameloft,6.7
29449,29450,Dungeon Keeper,PC,Strategy,Electronic Arts,M,Bullfrog Productions,9.5
29452,29453,Dungeon Keeper: The Deeper Dungeons,PC,Strategy,Electronic Arts,M,Take-Two Interactive,5.9
29487,29488,Dungeons & Dragons: Daggerdale,PSN,Role-Playing,Unknown,T,Bedlam Games,6.0
29488,29489,Dungeons & Dragons: Daggerdale,XBL,Role-Playing,Atari,T,Bedlam Games,4.3
29529,29530,Dynamite Cop!,DC,Fighting,Sega,T,Sega-AM1,5.8
29550,29551,Dynasty Warriors: Strikeforce,PSN,Action,Tecmo Koei,T,Omega Force,6.4
29611,29612,Earthworm Jim 2,SNES,Platform,Playmates,E,Shiny Entertainment,8.8
29640,29641,Ecco the Dolphin,VC,Adventure,Sega,E,Novotrade International,6.3
29645,29646,Ecco the Dolphin: Defender of the Future,DC,Adventure,Sega,E,Appaloosa Interactive,8.6
29660,29661,echochrome ii,PSN,Puzzle,Sony Computer Entertainment,E,SCE Japan Studio,8.0
29662,29663,Echoes,PSN,Puzzle,Halfbrick Studios,E,Halfbrick Studios,7.9
29665,29666,echoshift,PSN,Puzzle,Sony Computer Entertainment,E,SCE Japan Studio,7.5
29666,29667,Ecks vs. Sever,GBA,Shooter,BAM! Entertainment,T,Crawfish Interactive,7.6
29676,29677,ECW Hardcore Revolution,DC,Fighting,Acclaim Entertainment,M,Acclaim Entertainment,4.8
29678,29679,ECW: Anarchy Rulz,DC,Sports,Acclaim Entertainment,T,Acclaim Entertainment,4.8
29787,29788,Elemental Gimmick Gear,DC,Role-Playing,Vatical Entertainment,E,Birthday,7.4
29954,29955,Eragon,XB,Action,Sierra Entertainment,T,Stormfront Studios,5.3
29955,29956,Eragon,PS2,Action,Sierra Entertainment,T,Stormfront Studios,5.4
29956,29957,Eragon,GBA,Role-Playing,Sierra Entertainment,E10,Amaze Entertainment,7.1
29997,29998,escapeVektor: Chapter 1,WW,Action,Unknown,E,Nnooo,9.0
30010,30011,ESPN International Track & Field,DC,Sports,Konami,E,KCEO,6.9
30021,30022,ESPN NBA 2Night,DC,Sports,Konami,E,"Sunset Entertainment, Inc.",2.5
30063,30064,Europa Universalis III: Heir to the Throne,PC,Strategy,Paradox Interactive,E10,Paradox Interactive,8.5
30112,30113,EverQuest,PC,Role-Playing,Sony Online Entertainment,T,Verant Interactive,8.0
30133,30134,Everyday Shooter,PSN,Shooter,Sony Computer Entertainment,E,Queasy Games,8.4
30135,30136,Everyday Shooter (PSP),PSN,Shooter,Sony Computer Entertainment,E,Queasy Games,7.0
30139,30140,Evil Dead: Hail to the King,DC,Adventure,THQ,M,Heavy Iron Studios,5.1
30160,30161,Evolution 2: Far Off Promise,DC,Role-Playing,Ubisoft,T,Sting,5.6
30165,30166,Evolution: The World of Sacred Device,DC,Role-Playing,Ubisoft,T,Sting,6.7
30174,30175,Excitebike: World Rally,WW,Racing,Nintendo,E,Monster Games,6.5
30189,30190,Exit,XBL,Puzzle,Taito,E,Taito Corporation,7.5
30208,30209,Expendable,DC,Action,Infogrames,T,Rage Software,5.5
30211,30212,Explodemon!,PSN,Platform,Unknown,E,Curve Studios,5.9
30228,30229,Extreme Paintbrawl,PC,Shooter,Head Games,T,Creative Carnage,1.2
30284,30285,F-Zero,VC,Racing,Nintendo,E,Nintendo EAD,7.8
30285,30286,F-Zero X,VC,Racing,Nintendo,E,Nintendo EAD,6.8
30304,30305,F1 2009,PSN,Racing,Codemasters,E,Sumo Digital,7.4
30330,30331,F1 World Grand Prix,DC,Racing,Sega,E,Paradigm Entertainment,8.0
30334,30335,F24: Stealth Fighter,GBA,Simulation,Majesco,E10,Skyworks Technologies,3.6
30335,30336,F355 Challenge: Passione Rossa,DC,Racing,Acclaim Entertainment,E,Sega,8.5
30337,30338,Fable II Pub Games,XBL,Misc,Microsoft Game Studios,M,Lionhead Studios,5.2
30339,30340,Fable II: See the Future,XBL,Role-Playing,Microsoft Game Studios,M,Lionhead Studios,6.0
30341,30342,Fable III: Traitor's Keep Quest Pack,XBL,Role-Playing,Microsoft Game Studios,M,Lionhead Studios,7.4
30342,30343,Fable III: Understone Quest Pack,XBL,Role-Playing,Microsoft Game Studios,M,Lionhead Studios,4.5
30344,30345,Fable: The Lost Chapters,XB,Role-Playing,Microsoft Game Studios,M,Lionhead Studios,8.1
30399,30400,Falling Stars,PS2,Role-Playing,Agetec,E,Ivolgamus,3.4
30401,30402,Fallout,PC,Role-Playing,Interplay,M,Black Isle Studios,8.9
30405,30406,Fallout 3: Broken Steel,XBL,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,7.8
30406,30407,Fallout 3: Broken Steel,PC,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,7.9
30407,30408,Fallout 3: Broken Steel,PSN,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,7.3
30410,30411,Fallout 3: Mothership Zeta,PC,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,6.8
30411,30412,Fallout 3: Mothership Zeta,PSN,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,6.0
30412,30413,Fallout 3: Mothership Zeta,XBL,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,6.5
30416,30417,Fallout 3: Point Lookout,PC,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,8.0
30417,30418,Fallout 3: Point Lookout,PSN,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,7.3
30418,30419,Fallout 3: Point Lookout,XBL,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,8.2
30431,30432,Fallout: New Vegas - Lonesome Road,XBL,Role-Playing,Bethesda Softworks,M,Obsidian Entertainment,5.8
30432,30433,Fallout: New Vegas - Old World Blues,PC,Role-Playing,Bethesda Softworks,M,Obsidian Entertainment,8.7
30433,30434,Fallout: New Vegas - Old World Blues,PSN,Role-Playing,Bethesda Softworks,M,Obsidian Entertainment,8.0
30434,30435,Fallout: New Vegas - Old World Blues,XBL,Role-Playing,Bethesda Softworks,M,Obsidian Entertainment,8.6
30492,30493,Family Table Tennis,WW,Sports,Aksys Games,E,Ars System Works,4.7
30514,30515,Fantastic 4,GBA,Action,Activision,E10,Torus Games,5.5
30562,30563,Farm Frenzy,DSiW,Simulation,Alawar Entertainment,E,"Alawar Entertainment, Inc.",4.0
30588,30589,FAST - Racing League,WW,Racing,Shin'en,E,Shin'en Multimedia,6.0
30590,30591,Fast Draw Showdown,PSN,Shooter,Digital Leisure Inc.,T,Digital Leisure Inc.,3.8
30601,30602,Fat Princess,PSN,Action,Sony Computer Entertainment,T,Titan Studios,7.8
30603,30604,Fat Princess: Fistful of Cake,PSN,Action,Sony Computer Entertainment,T,SuperVillain Studios,7.0
30625,30626,Fatal Fury Special,VC,Fighting,D4 Enterprise,T,SNK Corporation,8.0
30627,30628,Fatal Fury: Mark of the Wolves,DC,Fighting,Agetec,T,SNK Corporation,8.8
30644,30645,Fate/Unlimited Codes,PSN,Fighting,Capcom,T,Eighting,7.6
30661,30662,Faxanadu,VC,Role-Playing,Hudson Soft,E,Nihon Falcom Corporation,8.5
30671,30672,Feeding Frenzy,XBL,Puzzle,Oberon Media,E,Sprout Games,5.3
30715,30716,FIFA 07 Soccer,GBA,Sports,Electronic Arts,E,EA Canada,4.1
30723,30724,FIFA 99,PS,Sports,EA Sports,E,EA Canada,8.8
30739,30740,FIFA Soccer 10 (PSP),PSN,Sports,EA Sports,E,EA Canada,7.9
30742,30743,FIFA Soccer 11 (PSP),PSN,Sports,EA Sports,E,EA Canada,7.0
30747,30748,FIFA Soccer 2004,NGage,Sports,EA Sports,E,Exient Entertainment,6.4
30749,30750,FIFA Soccer 2005,NGage,Sports,Nokia,E,Exient Entertainment,8.2
30753,30754,FIFA Soccer 96,SNES,Sports,EA Sports,E,Probe Entertainment Limited,9.0
30767,30768,FIFA World Cup Germany 2006,PC,Sports,EA Sports,E,EA Canada,7.7
30783,30784,Fight Night Round 3,PSN,Fighting,EA Sports,T,EA Chicago,7.2
30798,30799,Fighting Force 2,DC,Action,Eidos Interactive,T,Core Design Ltd.,4.5
30825,30826,Final Fantasy,VC,Role-Playing,Square Enix,E,Square,8.5
30832,30833,Final Fantasy Crystal Chronicles: My Life as a Darklord,WW,Strategy,Square Enix,E10,Square Enix,7.7
30833,30834,Final Fantasy Crystal Chronicles: My Life as a King,WW,Strategy,Square Enix,E,Square Enix,7.7
