Rank,Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2434,MADDEN NFL 09 ALL-PLAY,1/1/2008,Sports,0.78,0.01,0,0.07,0.85
2442,CALL OF DUTY: MODERN WARFARE 2,1/1/2007,Action,13.52,8.11,0.46,3.01,25.09
2443,DISNEY'S DUCKTALES,1/1/1997,Action,1.73,0.53,0.77,0.07,3.1
2448,NFL GAMEDAY,1/1/1995,Sports,0.47,0.32,0,0.06,0.85
2450,KIRBY: PLANET ROBOBOT,1/1/2016,Action,0.26,0.1,0.44,0.04,0.85
2451,STREET FIGHTER EX3,1/1/2000,Fighting,0.32,0.25,0.2,0.08,0.85
2452,KARAOKE REVOLUTION GLEE,1/1/2010,Misc,0.52,0.25,0,0.07,0.85
2458,TONY HAWK'S PRO SKATER,1/1/2012,Action,6,2.16,0.03,0.28,8.46
2461,XENOBLADE CHRONICLES X,1/1/2015,Role-Playing,0.36,0.28,0.14,0.06,0.84
2462,PETZ DOGZ FASHION,1/1/2008,Simulation,0.46,0.3,0,0.09,0.84
2463,DRAGON BALL Z: BUDOKAI TENKAICHI 3,1/1/2004,Action,1.48,0.37,1.02,1.18,4.04
2464,FALLOUT: NEW VEGAS,1/1/2010,Sports,4.75,2.59,0.14,0.94,8.41
2465,DESTINY,1/1/2011,Action,6.59,4.12,0.28,1.62,12.61
2467,HARVEST MOON: TREE OF TRANQUILITY,1/1/2007,Simulation,0.69,0.03,0.06,0.06,0.84
2468,GRAND THEFT AUTO IV,1/1/1987,Role-Playing,11.53,7.65,0.58,2.73,22.47
2470,ROCKET POWER: TEAM ROCKET RESCUE,1/1/2001,Sports,0.47,0.32,0,0.05,0.84
2474,ROGUE GALAXY,1/1/2005,Role-Playing,0.24,0.16,0.39,0.05,0.84
2476,METROID: ZERO MISSION,1/1/2004,Adventure,0.6,0.22,0,0.01,0.84
2478,TIME CRISIS 4,1/1/2007,Shooter,0.32,0.33,0.05,0.14,0.84
2483,ACE COMBAT 3: ELECTROSPHERE,1/1/1999,Simulation,0.22,0.15,0.4,0.05,0.83
2484,DYNASTY WARRIORS 2,1/1/2000,Action,0.24,0.19,0.34,0.06,0.83
2485,BATTLE OF GIANTS: DINOSAURS,1/1/2008,Strategy,0.38,0.37,0,0.09,0.83
2487,LIZZIE MCGUIRE 2: LIZZIE DIARIES,1/1/2004,Action,0.6,0.22,0,0.01,0.83
2489,FIFA SOCCER WORLD CHAMPIONSHIP,1/1/2000,Sports,0.27,0.21,0.28,0.07,0.83
2490,BRUTE FORCE,1/1/2003,Shooter,0.62,0.18,0.01,0.03,0.83
2491,DANCE CENTRAL 3,1/1/2012,Misc,0.57,0.2,0,0.06,0.83
2492,YU-GI-OH! DARK DUEL STORIES,1/1/2000,Misc,0,0,0.83,0,0.83
2493,THE GAME OF LIFE,1/1/1998,Misc,0.46,0.31,0,0.05,0.83
2494,MEGA MAN LEGENDS,1/1/1997,Adventure,0.39,0.26,0.12,0.05,0.83
2496,SLY 3: HONOR AMONG THIEVES,1/1/2005,Platform,0.69,0.03,0,0.11,0.83
2500,I SPY: FUN HOUSE,1/1/2007,Puzzle,0.77,0,0,0.06,0.83
2503,MEDIEVIL,1/1/1998,Platform,0.46,0.31,0,0.05,0.83
2505,DECA SPORTS 2,1/1/2009,Sports,0.33,0.34,0.09,0.07,0.82
2508,TONY HAWK'S UNDERGROUND 2 REMIX,1/1/2005,Sports,0.46,0.21,0,0.15,0.82
2515,CLU CLU LAND,1/1/1984,Puzzle,0.42,0.1,0.28,0.02,0.82
2516,KILLER INSTINCT GOLD,1/1/1996,Fighting,0.61,0.19,0,0.01,0.82
2517,AMPED: FREESTYLE SNOWBOARDING,1/1/2001,Sports,0.69,0.11,0,0.02,0.82
2518,CUSTER'S REVENGE,1/1/1981,Action,0.76,0.05,0,0.01,0.82
2519,MEDIEVIL: RESURRECTION,1/1/2005,Adventure,0.19,0.41,0,0.22,0.82
2527,IMAGINE: ROCK STAR,1/1/2008,Simulation,0.4,0.33,0,0.09,0.82
2528,SHIN MEGAMI TENSEI: PERSONA 4,1/1/2008,Role-Playing,0.34,0.04,0.36,0.08,0.82
2529,SINGSTAR VOL. 2,1/1/2008,Misc,0.29,0.4,0,0.13,0.82
2532,TWISTED METAL (2012),1/1/2012,Action,0.67,0.07,0,0.07,0.82
2534,DISNEY'S THE LITTLE MERMAID: ARIEL'S UNDERSEA ADVENTURE,1/1/2006,Action,0.73,0.03,0,0.06,0.81
2536,KAMAITACHI NO YORU,1/1/1994,Adventure,0,0,0.81,0,0.81
2537,PATAPON,1/1/2007,Misc,0.33,0.25,0.07,0.17,0.81
2538,TALES OF DESTINY II,1/1/2000,Role-Playing,0.06,0.04,0.66,0.05,0.81
2539,SUPER BOMBERMAN 2,1/1/1994,Puzzle,0,0,0.81,0,0.81
2541,EA SPORTS ACTIVE NFL TRAINING CAMP,1/1/2010,Sports,0.77,0,0,0.05,0.81
2542,THE LEGEND OF ZELDA: FOUR SWORDS ADVENTURES,1/1/2004,Action,0.63,0.16,0,0.02,0.81
2543,JIKKYOU POWERFUL PRO YAKYUU '99 KAIMAKUBAN,1/1/1999,Sports,0,0,0.76,0.05,0.81
2545,VALKYRIE PROFILE,1/1/1999,Role-Playing,0.07,0.05,0.63,0.05,0.81
2549,MEGA MAN,1/1/1987,Platform,0.45,0.08,0.27,0.01,0.81
2552,EARTHBOUND,1/1/1994,Role-Playing,0,0,0.81,0,0.81
2554,PROFESSOR LAYTON VS PHOENIX WRIGHT: ACE ATTORNEY,1/1/2012,Puzzle,0.2,0.26,0.3,0.04,0.81
2555,THE NEXT TETRIS,1/1/1998,Puzzle,0.45,0.31,0,0.05,0.81
2559,WORLD SOCCER JIKKYOU WINNING ELEVEN 3: WORLD CUP FRANCE '98,1/1/1998,Sports,0,0,0.75,0.05,0.81
2564,MADWORLD,1/1/2009,Action,0.46,0.25,0.02,0.07,0.8
2568,STAR WARS ROGUE SQUADRON III: REBEL STRIKE,1/1/2003,Simulation,0.62,0.16,0,0.02,0.8
2569,ABBA: YOU CAN DANCE,1/1/2011,Misc,0.19,0.5,0,0.11,0.8
2570,MOTO RACER,1/1/1997,Racing,0.45,0.3,0,0.05,0.8
2573,FINAL FANTASY ANTHOLOGY,1/1/1999,Role-Playing,0.45,0.3,0,0.05,0.8
2577,SONIC & SEGA ALL-STARS RACING WITH BANJO-KAZOOIE,1/1/2010,Racing,0.37,0.35,0,0.07,0.8
2587,SUPER ROBOT TAISEN Α,1/1/2000,Strategy,0,0,0.75,0.05,0.8
2590,FIGHT NIGHT ROUND 4,1/1/2010,Action,1.87,0.75,0,0.34,2.94
2592,MARIO & SONIC AT THE SOCHI 2014 OLYMPIC WINTER GAMES,1/1/2013,Sports,0.39,0.22,0.13,0.06,0.8
2594,CAPCOM'S SOCCER SHOOTOUT,1/1/1993,Sports,0,0,0.8,0,0.8
2598,ALIEN,1/1/1981,Action,0.74,0.04,0,0.01,0.79
2600,DRAGON QUEST VIII: JOURNEY OF THE CURSED KING,1/1/2012,Adventure,0.65,0.75,4.47,0.2,6.07
2604,FINAL FANTASY TACTICS A2: GRIMOIRE OF THE RIFT,1/1/2007,Role-Playing,0.42,0.03,0.3,0.04,0.79
2605,HARVEST MOON: A WONDERFUL LIFE,1/1/2003,Role-Playing,0.61,0.16,0,0.02,0.79
2606,MOMOTAROU DENTETSU 7,1/1/1997,Simulation,0,0,0.74,0.05,0.79
2607,INVIZIMALS,1/1/2009,Strategy,0.17,0.51,0,0.11,0.79
2608,MOTOCROSS MANIA,1/1/2001,Racing,0.44,0.3,0,0.05,0.79
2610,STAR WARS THE CLONE WARS: JEDI ALLIANCE,1/1/2008,Action,0.62,0.11,0,0.07,0.79
2612,MEGA MAN 5,1/1/1992,Platform,0.39,0.07,0.32,0.01,0.79
2613,STAR OCEAN: THE LAST HOPE,1/1/2009,Role-Playing,0.32,0.2,0.21,0.06,0.79
2615,ARMORED CORE 2,1/1/2000,Simulation,0.28,0.22,0.23,0.07,0.79
2617,GHOST SQUAD,1/1/2007,Shooter,0.42,0.21,0.08,0.07,0.79
2619,DRAWN TO LIFE,1/1/2007,Action,0.71,0.02,0,0.06,0.79
2620,MAJOR LEAGUE BASEBALL FEATURING KEN GRIFFEY JR,1/1/1998,Sports,0.75,0.03,0,0.01,0.79
2622,TOO HUMAN,1/1/2008,Role-Playing,0.38,0.3,0.03,0.08,0.79
2626,PERSONAL TRAINER: WALKING,1/1/2008,Sports,0.22,0.32,0.17,0.07,0.79
2628,POKEPARK 2: WONDERS BEYOND,1/1/2011,Action,0.27,0.2,0.27,0.05,0.79
2629,PROFESSOR LAYTON AND THE AZRAN LEGACY,1/1/2013,Puzzle,0,0.48,0.25,0.06,0.78
2631,YARS' REVENGE,1/1/1982,Shooter,0.73,0.04,0,0.01,0.78
2632,LIPS,1/1/2008,Misc,0.12,0.56,0,0.1,0.78
2633,SECRET AGENT BARBIE: ROYAL JEWELS MISSION,1/1/2002,Platform,0.56,0.21,0,0.01,0.78
2634,METROID PRIME HUNTERS,1/1/2006,Shooter,0.58,0.04,0.11,0.06,0.78
2635,THE 7TH GUEST,1/1/1992,Adventure,0.01,0.77,0,0,0.78
2637,BUZZ! THE HOLLYWOOD QUIZ,1/1/2007,Misc,0.17,0,0,0.61,0.78
2638,PUZZLER WORLD,1/1/2009,Puzzle,0.41,0.3,0,0.07,0.78
2639,MY LITTLE PONY: PINKIE PIE'S PARTY,1/1/2008,Adventure,0.72,0,0,0.06,0.78
2642,GOD OF WAR SAGA,1/1/2012,Action,0.72,0,0,0.06,0.78
2643,BATTLE STATIONS,1/1/1997,Strategy,0.43,0.29,0,0.05,0.78
2653,TORNEKO NO DAIBOUKEN: FUSHIGI NO DUNGEON,1/1/1993,Role-Playing,0,0,0.78,0,0.78
2654,JR. PAC-MAN,1/1/1983,Puzzle,0.72,0.05,0,0.01,0.78
2656,BANJO-KAZOOIE: NUTS & BOLTS,1/1/2008,Platform,0.32,0.36,0,0.09,0.78
2657,NBA SHOOTOUT 98,1/1/1998,Sports,0.43,0.29,0,0.05,0.78
2661,PERFECT DARK ZERO,1/1/2005,Shooter,0.66,0.02,0.03,0.06,0.77
2662,GALAXIAN,1/1/1982,Shooter,0.72,0.05,0,0.01,0.77
2663,ANDRETTI RACING,1/1/1996,Racing,0.43,0.29,0,0.05,0.77
2664,CAESARS PALACE 2000: MILLENNIUM GOLD EDITION,1/1/2000,Misc,0.43,0.29,0,0.05,0.77
2666,AIR RAID,1/1/1981,Action,0.72,0.04,0,0.01,0.77
2669,FREEDOM WARS,1/1/2014,Role-Playing,0.22,0.14,0.32,0.1,0.77
2674,CRYSTAL CASTLES,1/1/1983,Action,0.72,0.04,0,0.01,0.77
2675,CONKER'S BAD FUR DAY,1/1/2001,Platform,0.53,0.22,0,0.02,0.77
2676,DRAGON WARRIOR I&II,1/1/1999,Role-Playing,0,0,0.77,0,0.77
2677,STAR WARS EPISODE II: ATTACK OF THE CLONES,1/1/2002,Action,0.55,0.2,0,0.01,0.77
2680,TWISTED METAL: HEAD ON,1/1/2005,Action,0.71,0,0,0.06,0.77
2682,MAXIMO: GHOSTS TO GLORY,1/1/2001,Platform,0.38,0.29,0,0.1,0.77
2683,POKEMON DASH,1/1/2004,Racing,0.21,0.14,0.38,0.04,0.77
2684,DONKEY KONG COUNTRY 3,1/1/2005,Platform,0.45,0.17,0.14,0.01,0.77
2686,UNLIMITED SAGA,1/1/2002,Role-Playing,0.1,0.08,0.56,0.03,0.77
2689,FORMULA 1,1/1/1996,Racing,0.18,0.12,0.42,0.05,0.76
2691,RAVING RABBIDS: TRAVEL IN TIME,1/1/2010,Adventure,0.22,0.47,0,0.08,0.76
2692,MORTAL KOMBAT TRILOGY,1/1/2011,Simulation,2.7,0.92,0,0.13,3.75
2698,ISS PRO EVOLUTION,1/1/1998,Sports,0,0,0.71,0.05,0.76
2702,SUPER MONKEY BALL: TOUCH & ROLL,1/1/2005,Misc,0.7,0.01,0,0.06,0.76
2708,TAIKO NO TATSUJIN: TATAKON DE DODON GA DON,1/1/2002,Misc,0,0,0.76,0,0.76
2709,MEGA MAN BATTLE NETWORK 6: CYBEAST FALZAR / GREGAR,1/1/2005,Role-Playing,0.09,0.03,0.62,0.02,0.76
2710,SYPHON FILTER: THE OMEGA STRAIN,1/1/2004,Shooter,0.37,0.29,0,0.1,0.76
2716,ACE ATTORNEY INVESTIGATIONS: MILES EDGEWORTH,1/1/2009,Adventure,0.27,0.15,0.3,0.04,0.76
2717,THAT'S SO RAVEN,1/1/2004,Adventure,0.54,0.2,0,0.01,0.76
2727,GENJI: DAYS OF THE BLADE,1/1/2006,Action,0.18,0.38,0.06,0.14,0.76
2728,HARVEST MOON: ANIMAL PARADE,1/1/2008,Simulation,0.6,0.09,0.02,0.05,0.76
2729,FINAL FANTASY LEGEND III,1/1/1991,Role-Playing,0,0,0.76,0,0.76
2730,TOTAL WAR: ROME II,1/1/2013,Strategy,0.12,0.53,0,0.11,0.76
2731,RARE REPLAY,1/1/2015,Misc,0.47,0.21,0.01,0.07,0.75
2732,SPECTROBES,1/1/2007,Role-Playing,0.67,0.03,0,0.06,0.75
2736,MEGA MAN X5,1/1/2000,Platform,0.3,0.21,0.2,0.05,0.75
2737,TEARAWAY,1/1/2013,Adventure,0.17,0.39,0,0.19,0.75
2746,ZONE OF THE ENDERS,1/1/2001,Shooter,0.3,0.24,0.13,0.08,0.75
2747,BATTLEFIELD: BAD COMPANY,1/1/2009,Shooter,1.57,0.82,0.09,0.33,2.81
2748,STREET FIGHTER EX PLUS ALPHA,1/1/1997,Fighting,0.28,0.19,0.23,0.05,0.75
2750,CODED ARMS,1/1/2005,Shooter,0.28,0.29,0,0.18,0.75
2756,CAPCOM VS. SNK 2: MARK OF THE MILLENNIUM 2001,1/1/2001,Fighting,0.22,0.17,0.3,0.06,0.75
2765,JUMP ULTIMATE STARS,1/1/2006,Fighting,0,0,0.74,0,0.74
2766,JAMPACK SUMMER 2001,1/1/2001,Misc,0.36,0.28,0,0.1,0.74
2772,MORTAL KOMBAT: UNCHAINED,1/1/2006,Fighting,0.67,0.01,0,0.06,0.74
2773,MARIO & LUIGI: PAPER JAM,1/1/2015,Role-Playing,0.16,0.3,0.25,0.04,0.74
2774,YU-GI-OH! DUNGEON DICE MONSTERS,1/1/2001,Misc,0.42,0.16,0.15,0.01,0.74
2779,NAMCO MUSEUM REMIX,1/1/2007,Misc,0.68,0,0,0.05,0.74
2783,TIGER WOODS PGA TOUR 2001,1/1/2001,Sports,0.36,0.28,0,0.09,0.74
2785,JET MOTO 3,1/1/1999,Racing,0.41,0.28,0,0.05,0.74
2787,UNREAL CHAMPIONSHIP,1/1/2002,Shooter,0.59,0.12,0,0.03,0.74
2792,SWORD OF MANA,1/1/2003,Role-Playing,0.31,0.11,0.3,0.02,0.74
2793,HARVEST MOON DS: ISLAND OF HAPPINESS,1/1/2007,Simulation,0.44,0.01,0.25,0.04,0.74
2794,STAR OCEAN: THE LAST HOPE INTERNATIONAL,1/1/2010,Role-Playing,0.28,0.16,0.22,0.08,0.73
2796,FIFA: ROAD TO WORLD CUP 98,1/1/1997,Sports,0.14,0.09,0.46,0.05,0.73
2797,DRAGON BALL Z: ULTIME MENACE,1/1/1993,Fighting,0,0,0.73,0,0.73
2798,CLASSIC NES SERIES: DONKEY KONG,1/1/2004,Platform,0.4,0.15,0.17,0.01,0.73
2804,KIRBY: CANVAS CURSE,1/1/2005,Platform,0.37,0,0.32,0.04,0.73
2805,CROC 2,1/1/1999,Platform,0.41,0.28,0,0.05,0.73
2806,PRACTISE ENGLISH!,1/1/2007,Misc,0,0,0.73,0,0.73
2808,BERZERK,1/1/1981,Shooter,0.68,0.04,0,0.01,0.73
2814,JUST DANCE WII,1/1/2011,Misc,0,0,0.73,0,0.73
2816,KATAMARI DAMACY,1/1/2004,Puzzle,0.47,0.02,0.17,0.08,0.73
2817,BEYBLADE VFORCE: ULTIMATE BLADER JAM,1/1/2003,Action,0.52,0.19,0,0.01,0.73
2822,IMAGINE: INTERIOR DESIGNER,1/1/2008,Simulation,0.34,0.31,0,0.08,0.73
2824,STYLE SAVVY: TRENDSETTERS,1/1/2012,Simulation,0.16,0.02,0.53,0.01,0.72
2831,GOD EATER,1/1/2010,Action,0,0,0.72,0,0.72
2833,SD GUNDAM G GENERATION,1/1/1998,Strategy,0,0,0.67,0.05,0.72
2835,ARMY OF TWO,1/1/2007,Sports,1.83,0.64,0.04,0.31,2.82
2838,TEST DRIVE 6,1/1/1999,Racing,0.4,0.27,0,0.05,0.72
2839,KOUCHUU OUJA MUSHI KING,1/1/2005,Action,0,0,0.7,0.02,0.72
2842,X-MEN: MUTANT ACADEMY 2,1/1/2001,Fighting,0.4,0.27,0,0.05,0.72
2844,JAMPACK WINTER 2001,1/1/2001,Misc,0.35,0.28,0,0.09,0.72
2845,KANGAROO,1/1/1982,Platform,0.67,0.04,0,0.01,0.72
2846,DRAGON WARRIOR III,1/1/2010,Shooter,0.1,0,4.58,0,4.68
2849,SUPER MONKEY BALL JR.,1/1/2002,Puzzle,0.51,0.19,0,0.01,0.72
2853,MOBILE SUIT GUNDAM: ENCOUNTERS IN SPACE,1/1/2003,Simulation,0.05,0.04,0.61,0.01,0.72
2855,FEAR EFFECT,1/1/1998,Action,0.4,0.27,0,0.05,0.72
2857,CRYSIS,1/1/2007,Shooter,0,0.69,0,0.03,0.72
2861,DRAGON QUEST SWORDS: THE MASKED QUEEN AND THE TOWER OF MIRRORS,1/1/2007,Role-Playing,0.18,0.01,0.5,0.02,0.71
2865,VIRTUA FIGHTER 4: EVOLUTION,1/1/2003,Fighting,0.35,0.27,0,0.09,0.71
2867,RESIDENT EVIL: SURVIVOR,1/1/2000,Action,0.23,0.15,0.29,0.05,0.71
2869,SUPER TRUCKS RACING,1/1/2002,Racing,0.35,0.27,0,0.09,0.71
2870,PERSONA Q: SHADOW OF THE LABYRINTH,1/1/2014,Role-Playing,0.33,0.07,0.27,0.04,0.71
2872,GODZILLA: DESTROY ALL MONSTERS MELEE,1/1/2002,Fighting,0.55,0.14,0,0.02,0.71
2874,CONKER: LIVE AND RELOADED,1/1/2005,Adventure,0.49,0.2,0,0.02,0.71
2875,SILENT HILL 3,1/1/2003,Action,0.35,0.27,0,0.09,0.71
2877,FINAL FANTASY X/X-2 HD REMASTER,1/1/2015,Role-Playing,0.29,0.25,0.06,0.11,0.71
2878,YU-GI-OH! THE FALSEBOUND KINGDOM,1/1/2002,Strategy,0.49,0.13,0.07,0.02,0.71
2882,SCOOBY-DOO 2: MONSTERS UNLEASHED,1/1/2004,Action,0.51,0.19,0,0.01,0.71
2884,RHYTHM HEAVEN: THE BEST+,1/1/2015,Misc,0,0,0.71,0,0.71
2887,BLAST CORPS,1/1/1997,Action,0.39,0.09,0.17,0.06,0.71
2890,"WARIOWARE, INC.: MEGA PARTY GAME$",1/1/2003,Puzzle,0.2,0.05,0.44,0.02,0.71
2892,BATTLE ARENA TOSHINDEN 2,1/1/1995,Fighting,0.15,0.1,0.41,0.05,0.71
2897,TWO WORLDS,1/1/2007,Role-Playing,0.41,0.23,0,0.07,0.71
2898,DOOM 3: RESURRECTION OF EVIL,1/1/2005,Shooter,0.53,0.15,0,0.03,0.71
2901,RATCHET & CLANK: INTO THE NEXUS,1/1/2013,Shooter,0.3,0.29,0,0.11,0.71
2908,SUPER BOMBERMAN 3,1/1/1994,Puzzle,0,0,0.7,0,0.7
2909,COMMAND & CONQUER: RED ALERT RETALIATION,1/1/1998,Strategy,0.39,0.27,0,0.05,0.7
2910,THE SIMS 2: APARTMENT PETS,1/1/2008,Simulation,0.32,0.31,0,0.07,0.7
2911,STAR WARS: OBI-WAN,1/1/2001,Action,0.52,0.16,0,0.02,0.7
2914,LALALOOPSY,1/1/2011,Simulation,0.54,0.1,0,0.06,0.7
2916,F-14 TOMCAT,1/1/2001,Action,0.5,0.19,0,0.01,0.7
2918,NCAA FOOTBALL 98,1/1/1997,Sports,0.39,0.27,0,0.05,0.7
2919,JADE EMPIRE,1/1/2005,Role-Playing,0.48,0.19,0,0.03,0.7
2924,CHOCOBO'S DUNGEON 2,1/1/1998,Role-Playing,0.04,0.03,0.58,0.05,0.7
2925,ADVANCE WARS,1/1/2001,Strategy,0.5,0.19,0,0.01,0.7
2928,APE ESCAPE: ON THE LOOSE,1/1/2005,Platform,0.52,0.01,0.12,0.05,0.7
2931,BOOK OF SPELLS,1/1/2012,Action,0.13,0.4,0,0.16,0.7
2932,NCAA FOOTBALL 2001,1/1/2000,Sports,0.39,0.26,0,0.05,0.7
2934,MOBILE SUIT GUNDAM: JOURNEY TO JABURO,1/1/2000,Simulation,0.16,0.13,0.36,0.04,0.7
2937,MOTIONSPORTS,1/1/2010,Sports,0.38,0.26,0,0.06,0.7
2939,CLASSIC NES SERIES: ZELDA II: THE ADVENTURE OF LINK,1/1/2004,Adventure,0.37,0.14,0.17,0.01,0.7
2942,KING KONG,1/1/1981,Action,0.65,0.04,0,0.01,0.69
2946,METAL GEAR SOLID: PORTABLE OPS PLUS,1/1/2007,Action,0.26,0.01,0.26,0.17,0.69
2950,MOTO RACER 2,1/1/1997,Racing,0.39,0.26,0,0.05,0.69
2954,MX VS. ATV UNLEASHED: ON THE EDGE,1/1/2006,Racing,0.64,0,0,0.05,0.69
2956,MARIO PINBALL LAND,1/1/2004,Misc,0.5,0.18,0,0.01,0.69
2957,MAPPY,1/1/1984,Platform,0,0,0.69,0,0.69
2958,J-LEAGUE SOCCER: PRIME GOAL,1/1/1993,Sports,0,0,0.69,0,0.69
2960,NFL XTREME,1/1/1998,Sports,0.38,0.26,0,0.05,0.69
2961,THE SLY COLLECTION,1/1/2010,Platform,0.52,0.09,0.01,0.07,0.69
2967,NINTENDO PRESENTS: NEW STYLE BOUTIQUE 2 - FASHION FORWARD,1/1/2015,Misc,0.01,0.61,0.02,0.04,0.69
2971,THE SIMS: MEDIEVAL,1/1/2011,Simulation,0.27,0.32,0,0.1,0.69
2975,KIRBY'S DREAM COLLECTION: SPECIAL EDITION,1/1/2012,Action,0.34,0,0.33,0.02,0.68
2977,STAR WARS: MASTERS OF TERAS KASI,1/1/1997,Action,0.38,0.26,0,0.04,0.68
2978,THE LAST STORY,1/1/2011,Role-Playing,0.32,0.13,0.18,0.04,0.68
2986,NARUTO: CLASH OF NINJA,1/1/2003,Fighting,0.53,0.14,0,0.02,0.68
2988,HOT SHOTS GOLF: OPEN TEE 2,1/1/2007,Sports,0.21,0.11,0.28,0.08,0.68
2990,FOSSIL FIGHTERS: CHAMPIONS,1/1/2010,Role-Playing,0.32,0,0.34,0.02,0.68
2994,BUSHIDO BLADE 2,1/1/1998,Fighting,0.25,0.17,0.22,0.04,0.68
2995,SUIKODEN II,1/1/1998,Role-Playing,0.15,0.1,0.38,0.04,0.68
2999,HIDDEN OBJECTS: MYSTERY STORIES,1/1/2009,Adventure,0.19,0.43,0,0.05,0.68
3000,RED STEEL,1/1/2006,Shooter,0.55,0.04,0.04,0.05,0.68
3002,TOURIST TROPHY: THE REAL RIDING SIMULATOR,1/1/2006,Racing,0.28,0.22,0.11,0.07,0.68
3004,.HACK//MUTATION PART 2,1/1/2002,Role-Playing,0.23,0.18,0.2,0.06,0.68
3005,COUNTRY DANCE,1/1/2011,Misc,0.59,0.04,0,0.04,0.68
3008,100 CLASSIC BOOKS,1/1/2008,Misc,0.13,0.52,0,0.02,0.67
3010,FINAL FANTASY CRYSTAL CHRONICLES: RING OF FATES,1/1/2007,Role-Playing,0.22,0.01,0.42,0.02,0.67
3011,RETURN TO CASTLE WOLFENSTEIN: TIDES OF WAR,1/1/2003,Shooter,0.49,0.16,0,0.02,0.67
3015,STREET SK8ER,1/1/1998,Sports,0.37,0.25,0,0.04,0.67
3016,CLUB PENGUIN: ELITE PENGUIN FORCE - HERBERT'S REVENGE,1/1/2010,Adventure,0.4,0.22,0,0.06,0.67
3017,CONTRA: LEGACY OF WAR,1/1/1996,Shooter,0.37,0.25,0,0.04,0.67
3019,FIGHT NIGHT ROUND 2004,1/1/2004,Fighting,0.46,0.18,0,0.03,0.67
3021,THE BIGGEST LOSER: CHALLENGE,1/1/2010,Sports,0.49,0.13,0,0.05,0.67
3022,ZAIDAN HOUJIN NIPPON KANJI NOURYOKO KENTEI KYOUKAI KOUNIN: KANKEN DS,1/1/2006,Misc,0,0,0.67,0,0.67
3023,SPICE WORLD,1/1/1998,Action,0.37,0.25,0,0.04,0.67
3025,ARMORED CORE 3,1/1/2002,Simulation,0.22,0.17,0.23,0.06,0.67
3027,TAIKO NO TATSUJIN WII,1/1/2008,Misc,0,0,0.67,0,0.67
3029,VIRTUA TENNIS: WORLD TOUR (US & OTHERS SALES),1/1/2005,Sports,0.16,0.36,0,0.14,0.67
3032,RIFT,1/1/2011,Role-Playing,0.44,0.16,0,0.07,0.67
3033,WILD ARMS 2,1/1/1999,Role-Playing,0.19,0.13,0.31,0.04,0.67
3034,SUMMER SPORTS: PARADISE ISLAND (OTHERS SALES),1/1/2008,Sports,0,0.66,0,0.01,0.67
3038,TV SHOW KING PARTY,1/1/2008,Puzzle,0.18,0.41,0,0.08,0.67
3039,CRAFTING MAMA,1/1/2010,Simulation,0.4,0.21,0.01,0.05,0.67
3046,ADVENTURES OF TRON,1/1/1981,Action,0.63,0.03,0,0.01,0.67
3047,PHOENIX WRIGHT: ACE ATTORNEY - TRIALS AND TRIBULATIONS,1/1/2007,Adventure,0.33,0.05,0.25,0.04,0.67
3050,THE SIMS 3: HIGH-END LOFT STUFF,1/1/2010,Simulation,0.01,0.53,0,0.12,0.67
3052,ZAIDAN HOUJIN NIPPON KANJI NOURYOKU KENTEI KYOUKAI KOUSHIKI SOFT: 200 MANNIN NO KANKEN: TOKOTON KANJI NOU,1/1/2006,Misc,0,0,0.66,0,0.66
3053,PRO PINBALL: BIG RACE USA,1/1/1999,Simulation,0.37,0.25,0,0.04,0.66
3058,MLB 2004,1/1/2003,Sports,0.32,0.25,0,0.08,0.66
3059,NARUTO SHIPPUDEN: ULTIMATE NINJA 4,1/1/2007,Fighting,0.26,0.01,0.13,0.26,0.66
3060,TIGER WOODS PGA TOUR 2000,1/1/1998,Sports,0.37,0.25,0,0.04,0.66
3061,DARKSTONE,1/1/2001,Role-Playing,0.37,0.25,0,0.04,0.66
3062,NCAA MARCH MADNESS 2003,1/1/2002,Sports,0.32,0.25,0,0.08,0.66
3066,JIKKYOU WORLD SOCCER 2000 FINAL EDITION,1/1/2000,Sports,0,0,0.66,0,0.66
3068,PUZZLER BRAIN GAMES,1/1/2012,Puzzle,0,0,0.66,0,0.66
3069,DRAGON QUEST MONSTERS: CARAVAN HEART,1/1/2003,Role-Playing,0,0,0.64,0.02,0.66
3070,STRAWBERRY SHORTCAKE: SUMMERTIME ADVENTURE,1/1/2004,Adventure,0.47,0.18,0,0.01,0.66
3074,LEGEND OF LEGAIA,1/1/1998,Role-Playing,0.37,0.25,0,0.04,0.66
3075,NAPOLEON: TOTAL WAR,1/1/2010,Strategy,0.02,0.52,0,0.12,0.66
3076,NCAA FOOTBALL 06,1/1/2010,Action,2.26,0.26,0,0.28,2.81
3077,WARIO: MASTER OF DISGUISE,1/1/2007,Platform,0.28,0.02,0.33,0.03,0.66
3081,KEYSTONE KAPERS,1/1/1982,Action,0.62,0.04,0,0.01,0.66
3083,NEW PLAY CONTROL! PIKMIN,1/1/2008,Strategy,0.29,0.14,0.19,0.04,0.66
3084,SHREK: HASSLE AT THE CASTLE,1/1/2002,Action,0.47,0.17,0,0.01,0.66
3085,SUIKODEN IV,1/1/2004,Role-Playing,0.17,0.13,0.3,0.05,0.66
