Rank,Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9917,DEMENTIUM II,2010-01-01,Shooter,0.09,0.02,0.0,0.01,0.12
8285,DEMENTIUM: THE WARD,2007-01-01,Shooter,0.15,0.01,0.0,0.01,0.17
14976,DEMIGOD,2009-01-01,Strategy,0.0,0.02,0.0,0.0,0.02
15063,DEMIKIDS: DARK VERSION,2002-01-01,Role-Playing,0.02,0.01,0.0,0.0,0.02
15069,DEMIKIDS: LIGHT VERSION,2002-01-01,Role-Playing,0.02,0.01,0.0,0.0,0.02
5784,DEMOLITION RACER,1998-01-01,Racing,0.17,0.12,0.0,0.02,0.31
768,DEMON ATTACK,1981-01-01,Shooter,1.99,0.12,0.0,0.02,2.13
14762,DEMON DRIVER: TIME TO BURN RUBBER!,2003-01-01,Racing,0.02,0.01,0.0,0.0,0.03
7730,DEMON GAZE,2013-01-01,Role-Playing,0.06,0.03,0.08,0.02,0.2
7730,DEMON GAZE,2013-01-01,Role-Playing,0.06,0.03,0.08,0.02,0.2
16010,DEMON GAZE 2,2014-01-01,Role-Playing,0.0,0.0,0.01,0.0,0.01
943,DEMON'S SOULS,2009-01-01,Role-Playing,0.97,0.34,0.35,0.18,1.84
12938,DENGEKI GAKUEN RPG: CROSS OF VENUS,2009-01-01,Role-Playing,0.0,0.0,0.05,0.0,0.05
16484,DENGEKI GAKUEN RPG: CROSS OF VENUS SPECIAL,2011-01-01,Role-Playing,0.0,0.0,0.01,0.0,0.01
13863,DENKI BLOCKS!,2001-01-01,Puzzle,0.03,0.01,0.0,0.0,0.04
14467,DENNOU SENKI VIRTUAL-ON FORCE,2010-01-01,Fighting,0.0,0.0,0.03,0.0,0.03
4176,DENSETSU NO STAFI,2002-01-01,Platform,0.0,0.0,0.46,0.01,0.47
4439,DENSETSU NO STAFI 2,2003-01-01,Platform,0.0,0.0,0.43,0.01,0.44
6888,DENSETSU NO STAFI 3,2004-01-01,Platform,0.0,0.0,0.23,0.01,0.24
8406,DENSETSU NO STAFI 4,2006-01-01,Platform,0.0,0.0,0.17,0.0,0.17
16234,DENSETSU NO YUUSHA NO DENSETSU: LEGENDARY SAGA,2010-01-01,Role-Playing,0.0,0.0,0.01,0.0,0.01
1888,DENSHA DE GO!,1997-01-01,Simulation,0.0,0.0,1.02,0.07,1.09
4740,DENSHA DE GO! 2,1999-01-01,Simulation,0.0,0.0,0.38,0.03,0.41
12408,DENSHA DE GO! 3 TSUUKINHEN,2001-01-01,Simulation,0.0,0.0,0.06,0.0,0.06
9821,DENSHA DE GO! 64,1999-01-01,Simulation,0.0,0.0,0.05,0.07,0.12
15785,DENSHA DE GO! SHINKANSEN EX: SANYOU SHINKANSEN-HEN,2007-01-01,Simulation,0.0,0.0,0.02,0.0,0.02
15785,DENSHA DE GO! SHINKANSEN EX: SANYOU SHINKANSEN-HEN,2007-01-01,Simulation,0.0,0.0,0.02,0.0,0.02
15588,DENSHA DE GO! TOKUBETSU-HEN: FUKKATSU SHOUWA NO YAMATESEN,2010-01-01,Simulation,0.0,0.0,0.02,0.0,0.02
8748,DEPONIA,2012-01-01,Adventure,0.0,0.13,0.0,0.03,0.15
10748,DERBY JOCKEY 2,1995-01-01,Sports,0.0,0.0,0.1,0.0,0.1
11837,DERBY JOCKEY: KISHOU E NO MICHI,1994-01-01,Sports,0.0,0.0,0.07,0.0,0.07
11979,DERBY STALLION,2010-01-01,Simulation,0.0,0.0,2.05,0.14,2.18
3659,DERBY STALLION 04,2004-01-01,Sports,0.0,0.0,0.55,0.0,0.55
8863,DERBY STALLION 64,2001-01-01,Sports,0.0,0.0,0.15,0.0,0.15
1976,DERBY STALLION 96,1996-01-01,Sports,0.0,0.0,1.04,0.01,1.05
11381,DERBY STALLION 98,1998-01-01,Sports,0.0,0.0,0.08,0.0,0.08
1806,DERBY STALLION 99,1999-01-01,Sports,0.0,0.0,1.06,0.07,1.13
9590,DERBY STALLION ADVANCE,2002-01-01,Sports,0.0,0.0,0.12,0.0,0.13
5662,DERBY STALLION DS,2008-01-01,Sports,0.0,0.0,0.32,0.0,0.32
9009,DERBY STALLION GOLD,2014-01-01,Sports,0.0,0.0,0.14,0.0,0.14
2381,DERBY STALLION II,1994-01-01,Sports,0.0,0.0,0.87,0.0,0.87
1773,DERBY STALLION III,1995-01-01,Sports,0.0,0.0,1.15,0.0,1.15
10432,DERBY STALLION P,2006-01-01,Sports,0.0,0.0,0.1,0.0,0.1
14911,DERBY TIME 2006,2006-01-01,Sports,0.0,0.0,0.03,0.0,0.03
14022,DERBY TSUKU 5: DERBY UMA O TSUKUROU!,2006-01-01,Sports,0.0,0.0,0.04,0.0,0.04
11293,DERBY TSUKU: DERBY UMA O TSUKUROU!,2000-01-01,Sports,0.0,0.0,0.08,0.0,0.08
7799,DESCENT,1996-01-01,Shooter,0.11,0.07,0.0,0.01,0.19
10751,DESCENT MAXIMUM,1997-01-01,Shooter,0.05,0.04,0.0,0.01,0.1
6585,DESERT FALCON,1987-01-01,Shooter,0.24,0.01,0.0,0.0,0.26
12260,DESERT STRIKE ADVANCE,2002-01-01,Simulation,0.05,0.02,0.0,0.0,0.06
9183,DESIRE,1997-01-01,Adventure,0.0,0.0,0.14,0.0,0.14
10058,DESKTOP TOWER DEFENSE,2009-01-01,Strategy,0.11,0.0,0.0,0.01,0.11
3716,DESPICABLE ME: THE GAME - MINION MAYHEM,2010-01-01,Puzzle,0.42,0.09,0.0,0.04,0.54
3716,DESPICABLE ME: THE GAME - MINION MAYHEM,2010-01-01,Puzzle,0.42,0.09,0.0,0.04,0.54
2465,DESTINY,2011-01-01,Action,6.59,4.12,0.28,1.62,12.61
16080,DESTINY LINKS,2009-01-01,Role-Playing,0.0,0.0,0.01,0.0,0.01
12350,DESTINY: THE TAKEN KING,2005-01-01,Role-Playing,1.97,1.2999999999999998,0.06,0.51,3.87
12180,DESTREGA,1998-01-01,Fighting,0.04,0.03,0.0,0.0,0.07
6441,DESTROY ALL HUMANS!,1997-01-01,Sports,1.12,0.14,0.0,0.15,1.4
6441,DESTROY ALL HUMANS!,1997-01-01,Sports,1.12,0.14,0.0,0.15,1.4
4104,DESTROY ALL HUMANS! 2,2006-01-01,Action,0.4,0.02,0.0,0.07,0.48
9056,DESTROY ALL HUMANS! BIG WILLY UNLEASHED,2008-01-01,Action,0.13,0.0,0.0,0.01,0.14
2304,DESTRUCTION DERBY,1995-01-01,Racing,0.5,0.34,0.0,0.06,0.9
1737,DESTRUCTION DERBY 2,1996-01-01,Racing,0.65,0.44,0.0,0.08,1.17
8591,DESTRUCTION DERBY 64,1999-01-01,Racing,0.13,0.03,0.0,0.0,0.16
9432,DESTRUCTION DERBY ARENAS,2004-01-01,Racing,0.06,0.05,0.0,0.02,0.13
9126,DESTRUCTION DERBY RAW,2000-01-01,Racing,0.08,0.05,0.0,0.01,0.14
9181,DETECTIVE BARBIE: THE MYSTERY CRUISE,1999-01-01,Adventure,0.08,0.05,0.0,0.01,0.14
13275,DETECTIVE CONAN: MARIONETTE SYMPHONY,2013-01-01,Adventure,0.0,0.0,0.05,0.0,0.05
14210,DETECTIVE CONAN: PHANTOM RHAPSODY,2014-01-01,Action,0.0,0.0,0.03,0.0,0.03
14210,DETECTIVE CONAN: PHANTOM RHAPSODY,2014-01-01,Action,0.0,0.0,0.03,0.0,0.03
15297,DETECTIVE JINGUUJI SABURO: RONDE REVENGE,2012-01-01,Action,0.0,0.0,0.02,0.0,0.02
14609,DETECTIVE OPERA: MILKY HOLMES 2,2012-01-01,Adventure,0.0,0.0,0.03,0.0,0.03
16166,DEUS EX,2000-01-01,Role-Playing,0.0,0.01,0.0,0.0,0.01
16111,DEUS EX: HUMAN REVOLUTION,2007-01-01,Misc,1.57,1.38,0.09000000000000001,0.45,3.49
5476,DEUS EX: INVISIBLE WAR,2003-01-01,Shooter,0.25,0.07,0.0,0.01,0.33
7432,DEUS EX: THE CONSPIRACY,2002-01-01,Action,0.1,0.08,0.0,0.03,0.21
1574,DEVIL DICE,1998-01-01,Puzzle,0.05,0.03,1.1,0.08,1.26
6714,DEVIL KINGS,2005-01-01,Action,0.03,0.03,0.18,0.01,0.25
476,DEVIL MAY CRY,2001-01-01,Action,1.36,0.86,0.64,0.13,2.99
864,DEVIL MAY CRY 2,2003-01-01,Action,0.71,0.58,0.51,0.17,1.97
792,DEVIL MAY CRY 3: DANTE'S AWAKENING,2005-01-01,Action,0.99,0.63,0.29,0.19,2.09
734,DEVIL MAY CRY 3: DANTE'S AWAKENING SPECIAL EDITION,2006-01-01,Action,1.06,0.82,0.05,0.28,2.21
6936,DEVIL MAY CRY HD COLLECTION,2006-01-01,Sports,0.7,0.32,0.12,0.13,1.28
15493,DEVIL SURVIVOR: OVER CLOCK,2015-01-01,Strategy,0.0,0.0,0.02,0.0,0.02
12428,DEVIL'S THIRD,2015-01-01,Action,0.04,0.02,0.0,0.01,0.06
8547,DEWY'S ADVENTURE,2007-01-01,Platform,0.14,0.0,0.01,0.01,0.16
7735,DEXTER'S LAB CHESS CHALLENGE,2002-01-01,Misc,0.14,0.05,0.0,0.0,0.2
4681,DEXTER'S LABORATORY DEESASTER STRIKES,2001-01-01,Adventure,0.3,0.11,0.0,0.01,0.41
12378,DI-GATA DEFENDERS,2008-01-01,Role-Playing,0.06,0.0,0.0,0.0,0.06
4607,DIABLO,2002-01-01,Action,0.3,1.77,0.07,0.04,2.17
4607,DIABLO,2002-01-01,Action,0.3,1.77,0.07,0.04,2.17
9449,DIABLO II,2000-01-01,Role-Playing,0.01,0.09,0.0,0.02,0.13
1959,DIABLO II: LORD OF DESTRUCTION,2001-01-01,Role-Playing,1.03,0.02,0.0,0.0,1.06
6490,DIABLO III,2006-01-01,Fighting,4.869999999999999,4.54,0.21,1.4400000000000002,11.08
6490,DIABLO III,2006-01-01,Fighting,4.869999999999999,4.54,0.21,1.4400000000000002,11.08
13284,DIABOLIK LOVERS,2012-01-01,Adventure,0.0,0.0,0.05,0.0,0.05
14177,DIABOLIK LOVERS: DARK FATE,2015-01-01,Action,0.0,0.0,0.03,0.0,0.03
14870,DIABOLIK LOVERS: LUNATIC PARADE,2016-01-01,Adventure,0.0,0.0,0.03,0.0,0.03
14988,DIABOLIK LOVERS: VANDEAD CARNIVAL,2014-01-01,Action,0.0,0.0,0.02,0.0,0.02
16004,DIARY GIRL,2008-01-01,Misc,0.01,0.0,0.0,0.0,0.01
14588,DICE: DNA INTEGRATED CYBERNETIC ENTERPRISES,2005-01-01,Shooter,0.01,0.01,0.0,0.0,0.03
214,DIDDY KONG RACING,1997-01-01,Racing,2.91,0.99,0.89,0.1,4.88
1603,DIDDY KONG RACING DS,2007-01-01,Racing,1.1,0.04,0.0,0.1,1.24
1218,DIE HARD TRILOGY,1996-01-01,Shooter,0.85,0.58,0.0,0.1,1.54
4070,DIE HARD TRILOGY 2: VIVA LAS VEGAS,1999-01-01,Action,0.27,0.18,0.0,0.03,0.49
9990,DIE HARD: VENDETTA,2002-01-01,Shooter,0.09,0.02,0.0,0.0,0.12
11440,DIEGO'S BUILD & RESCUE,2010-01-01,Action,0.07,0.0,0.0,0.01,0.08
15238,DIES IRAE: AMANTES AMENTES,2012-01-01,Action,0.0,0.0,0.02,0.0,0.02
5846,DIG DUG,2010-01-01,Action,1.52,0.1,0.41,0.02,2.05
5846,DIG DUG,2010-01-01,Action,1.52,0.1,0.41,0.02,2.05
12615,DIG DUG: DIGGING STRIKE,2005-01-01,Puzzle,0.05,0.0,0.0,0.0,0.06
16064,DIGGER SIMULATOR,2011-01-01,Simulation,0.0,0.01,0.0,0.0,0.01
16064,DIGGER SIMULATOR,2011-01-01,Simulation,0.0,0.01,0.0,0.0,0.01
5094,DIGGING FOR DINOSAURS,2010-01-01,Action,0.35,0.0,0.0,0.02,0.37
10573,DIGIMON ADVENTURE,2013-01-01,Role-Playing,0.0,0.0,0.1,0.0,0.1
6135,DIGIMON ADVENTURE: ANODE TAMER,1999-01-01,Role-Playing,0.0,0.0,0.28,0.0,0.28
8723,DIGIMON BATTLE SPIRIT 2,2003-01-01,Fighting,0.11,0.04,0.0,0.0,0.15
10394,DIGIMON DIGITAL CARD BATTLE,1999-01-01,Strategy,0.06,0.04,0.0,0.01,0.11
9506,DIGIMON RACING,2004-01-01,Racing,0.09,0.03,0.0,0.0,0.13
9506,DIGIMON RACING,2004-01-01,Racing,0.09,0.03,0.0,0.0,0.13
15726,DIGIMON RUMBLE ARENA,2001-01-01,Fighting,0.01,0.01,0.0,0.0,0.02
15726,DIGIMON RUMBLE ARENA,2001-01-01,Fighting,0.01,0.01,0.0,0.0,0.02
10458,DIGIMON STORY: LOST EVOLUTION,2010-01-01,Role-Playing,0.0,0.0,0.1,0.0,0.1
10799,DIGIMON STORY: SUPER XROS WARS BLUE/RED,2011-01-01,Role-Playing,0.0,0.0,0.1,0.0,0.1
1525,DIGIMON WORLD,1999-01-01,Role-Playing,0.56,0.38,0.28,0.08,1.3
3472,DIGIMON WORLD 2,2000-01-01,Role-Playing,0.23,0.16,0.16,0.04,0.58
11857,DIGIMON WORLD CHAMPIONSHIP,2008-01-01,Role-Playing,0.0,0.0,0.07,0.0,0.07
10081,DIGIMON WORLD DS,2006-01-01,Role-Playing,0.1,0.0,0.0,0.01,0.11
7127,DIGIMON WORLD DS (JP SALES),2006-01-01,Role-Playing,0.0,0.0,0.23,0.0,0.23
7309,DIGIMON WORLD RE:DIGITIZE,2012-01-01,Action,0.0,0.0,0.22,0.0,0.22
7309,DIGIMON WORLD RE:DIGITIZE,2012-01-01,Action,0.0,0.0,0.22,0.0,0.22
11153,DIGIMON WORLD RE:DIGITIZE DECODE,2013-01-01,Role-Playing,0.0,0.0,0.09,0.0,0.09
6774,DIGIMON WORLD: DATA SQUAD,2006-01-01,Role-Playing,0.12,0.09,0.0,0.03,0.24
5455,DIGIMON WORLD: DAWN / DUSK,2007-01-01,Role-Playing,0.14,0.0,0.18,0.01,0.33
10891,DIGIMON WORLD: NEXT ORDER,2016-01-01,Action,0.0,0.0,0.09,0.0,0.09
9022,DINER DASH: FLO ON THE GO,2009-01-01,Puzzle,0.13,0.0,0.0,0.01,0.14
9022,DINER DASH: FLO ON THE GO,2009-01-01,Puzzle,0.13,0.0,0.0,0.01,0.14
14531,DINER DASH: SIZZLE & SERVE,2004-01-01,Shooter,0.45,0.03,0.0,0.04,0.52
14531,DINER DASH: SIZZLE & SERVE,2004-01-01,Shooter,0.45,0.03,0.0,0.04,0.52
643,DINO CRISIS,1998-01-01,Action,0.81,0.76,0.7,0.14,2.41
1662,DINO CRISIS 2,2000-01-01,Action,0.34,0.49,0.28,0.1,1.21
9194,DINO CRISIS 3,2003-01-01,Action,0.08,0.03,0.03,0.0,0.14
15467,DINO DINI'S KICK OFF REVIVAL,2016-01-01,Sports,0.0,0.02,0.0,0.0,0.02
12081,DINO MASTER: DIG DISCOVER DUEL,2005-01-01,Strategy,0.06,0.0,0.0,0.0,0.07
12755,DINO PETS,2009-01-01,Simulation,0.05,0.0,0.0,0.0,0.06
7194,DINO STALKER,2002-01-01,Shooter,0.07,0.06,0.08,0.02,0.22
7117,DINOSAUR KING,2007-01-01,Strategy,0.2,0.0,0.0,0.02,0.23
16349,DINOTOPIA: THE SUNSTONE ODYSSEY,2003-01-01,Action,0.01,0.0,0.0,0.0,0.01
7767,DINOTOPIA: THE TIMESTONE PIRATES,2002-01-01,Action,0.14,0.05,0.0,0.0,0.19
1279,DIRGE OF CERBERUS: FINAL FANTASY VII,2006-01-01,Shooter,0.47,0.37,0.52,0.12,1.48
13401,DIRT 3,2006-01-01,Adventure,0.5,1.13,0.02,0.31999999999999995,1.97
13401,DIRT 3,2006-01-01,Adventure,0.5,1.13,0.02,0.31999999999999995,1.97
14633,DIRT SHOWDOWN,2006-01-01,Strategy,0.1,0.27,0.0,0.06,0.43
14633,DIRT SHOWDOWN,2006-01-01,Strategy,0.1,0.27,0.0,0.06,0.43
7333,DISASTER REPORT,2002-01-01,Action,0.03,0.02,0.15,0.01,0.21
11722,DISASTER: DAY OF CRISIS,2008-01-01,Action,0.0,0.03,0.04,0.0,0.08
15728,DISCIPLES III: RENAISSANCE,2010-01-01,Strategy,0.0,0.01,0.0,0.0,0.02
7164,DISCOVERY KIDS: DOLPHIN DISCOVERY,2008-01-01,Simulation,0.21,0.0,0.0,0.01,0.22
4409,DISCOVERY KIDS: KITTEN CORNER,2009-01-01,Simulation,0.42,0.0,0.0,0.03,0.45
11863,DISCOVERY KIDS: PARROT PALS,2009-01-01,Simulation,0.07,0.0,0.0,0.0,0.07
7501,DISCOVERY KIDS: PONY PARADISE,2009-01-01,Simulation,0.19,0.0,0.0,0.01,0.2
5568,DISCOVERY KIDS: PUPPY PLAYTIME,2009-01-01,Simulation,0.3,0.0,0.0,0.02,0.33
15242,DISCOVERY KIDS: SNAKE SAFARI,2009-01-01,Simulation,0.02,0.0,0.0,0.0,0.02
15242,DISCOVERY KIDS: SNAKE SAFARI,2009-01-01,Simulation,0.02,0.0,0.0,0.0,0.02
11558,DISCOVERY KIDS: SPIDER QUEST,2009-01-01,Misc,0.07,0.0,0.0,0.01,0.08
12265,DISCWORLD,1994-01-01,Adventure,0.04,0.02,0.0,0.0,0.06
15763,DISCWORLD II: MORTALITY BYTES!,1996-01-01,Adventure,0.01,0.01,0.0,0.0,0.02
5515,DISGAEA 2: CURSED MEMORIES,2006-01-01,Role-Playing,0.09,0.07,0.15,0.02,0.33
6713,DISGAEA 2: DARK HERO DAYS,2009-01-01,Role-Playing,0.1,0.01,0.12,0.02,0.25
3922,DISGAEA 3: ABSENCE OF JUSTICE,2008-01-01,Role-Playing,0.32,0.04,0.11,0.04,0.51
11649,DISGAEA 4: A PROMISE UNFORGOTTEN,2005-01-01,Action,0.31,0.15,0.22000000000000006,0.08,0.76
11649,DISGAEA 4: A PROMISE UNFORGOTTEN,2005-01-01,Action,0.31,0.15,0.22000000000000006,0.08,0.76
6327,DISGAEA 5: ALLIANCE OF VENGEANCE,2015-01-01,Role-Playing,0.1,0.08,0.06,0.04,0.27
7436,DISGAEA D2: A BRIGHTER DARKNESS,2013-01-01,Role-Playing,0.09,0.0,0.1,0.01,0.21
7780,DISGAEA DS,2008-01-01,Role-Playing,0.11,0.02,0.05,0.01,0.19
11270,DISGAEA INFINITE,2010-01-01,Adventure,0.07,0.0,0.01,0.01,0.08
7110,DISGAEA: AFTERNOON OF DARKNESS,2006-01-01,Role-Playing,0.15,0.01,0.04,0.02,0.23
5526,DISGAEA: HOUR OF DARKNESS,2003-01-01,Role-Playing,0.16,0.13,0.0,0.04,0.33
11012,DISNEY ART ACADEMY,2016-01-01,Action,0.01,0.01,0.07,0.0,0.09
11012,DISNEY ART ACADEMY,2016-01-01,Action,0.01,0.01,0.07,0.0,0.09
6013,DISNEY CHANNEL: ALL STAR PARTY,2010-01-01,Misc,0.18,0.08,0.0,0.02,0.29
1216,DISNEY FAIRIES: TINKER BELL,2008-01-01,Adventure,0.86,0.52,0.01,0.15,1.54
5342,DISNEY FAIRIES: TINKER BELL AND THE GREAT FAIRY RESCUE,2010-01-01,Adventure,0.18,0.14,0.0,0.03,0.35
1997,DISNEY FAIRIES: TINKER BELL AND THE LOST TREASURE,2009-01-01,Adventure,0.57,0.35,0.02,0.1,1.04
8099,DISNEY FRIENDS,2007-01-01,Simulation,0.13,0.04,0.0,0.01,0.18
8396,DISNEY GOLF,2002-01-01,Sports,0.07,0.06,0.02,0.02,0.17
4304,DISNEY GUILTY PARTY,2010-01-01,Misc,0.43,0.0,0.0,0.03,0.46
7868,DISNEY MAGIC WORLD 2,2015-01-01,Action,0.0,0.0,0.19,0.0,0.19
2263,DISNEY MAGICAL WORLD,2013-01-01,Adventure,0.16,0.2,0.53,0.03,0.92
1291,DISNEY PRINCESS,2003-01-01,Platform,1.04,0.37,0.0,0.06,1.47
8501,DISNEY PRINCESS: ENCHANTED JOURNEY,2013-01-01,Action,1.35,0.13,0.0,0.12,1.61
14210,DISNEY PRINCESS: ENCHANTING STORYBOOKS,2014-01-01,Action,0.34,0.15,0.0,0.05,0.54
14210,DISNEY PRINCESS: ENCHANTING STORYBOOKS,2014-01-01,Action,0.34,0.15,0.0,0.05,0.54
1297,DISNEY PRINCESS: MAGICAL JEWELS,2007-01-01,Adventure,1.15,0.2,0.0,0.12,1.47
15190,DISNEY SING IT,2011-01-01,Misc,1.6800000000000002,0.5800000000000001,0.0,0.25,2.51
15190,DISNEY SING IT,2011-01-01,Misc,1.6800000000000002,0.5800000000000001,0.0,0.25,2.51
11503,DISNEY SING IT: FAMILY HITS,1999-01-01,Action,0.5,0.22,0.0,0.07,0.78
11503,DISNEY SING IT: FAMILY HITS,1999-01-01,Action,0.5,0.22,0.0,0.07,0.78
12803,DISNEY SING IT: PARTY HITS,2004-01-01,Sports,0.6,0.12,0.0,0.06000000000000001,0.77
13210,DISNEY SING IT: POP HITS,2010-01-01,Fighting,1.35,0.35000000000000003,0.0,0.38,2.09
15656,DISNEY SPORTS BASKETBALL,2002-01-01,Sports,0.01,0.0,0.0,0.0,0.02
15656,DISNEY SPORTS BASKETBALL,2002-01-01,Sports,0.01,0.0,0.0,0.0,0.02
6797,DISNEY STITCH JAM,2009-01-01,Misc,0.08,0.0,0.16,0.0,0.24
4941,DISNEY TANGLED,2000-01-01,Fighting,1.0499999999999998,0.54,0.0,0.14,1.73
4941,DISNEY TANGLED,2000-01-01,Fighting,1.0499999999999998,0.54,0.0,0.14,1.73
11675,DISNEY TH!NK FAST: THE ULTIMATE TRIVIA SHOWDOWN,1998-01-01,Action,0.45,0.22,0.01,0.08,0.78
11675,DISNEY TH!NK FAST: THE ULTIMATE TRIVIA SHOWDOWN,1998-01-01,Action,0.45,0.22,0.01,0.08,0.78
8651,DISNEY UNIVERSE,2007-01-01,Sports,1.34,0.68,0.0,0.24,2.27
8651,DISNEY UNIVERSE,2007-01-01,Sports,1.34,0.68,0.0,0.24,2.27
3263,DISNEY'S 102 DALMATIANS: PUPPIES TO THE RESCUE,2000-01-01,Platform,0.34,0.23,0.0,0.04,0.62
6758,DISNEY'S A CHRISTMAS CAROL,2009-01-01,Adventure,0.22,0.01,0.0,0.02,0.25
15556,DISNEY'S ALADDIN,1995-01-01,Sports,0.96,0.35000000000000003,0.21,0.27,1.78
15556,DISNEY'S ALADDIN,1995-01-01,Sports,0.96,0.35000000000000003,0.21,0.27,1.78
10826,DISNEY'S ALADDIN IN NASIRA'S REVENGE,2000-01-01,Action,0.05,0.04,0.0,0.01,0.09
8510,DISNEY'S AMERICAN DRAGON JAKE LONG: ATTACK OF THE DARK DRAGON,2006-01-01,Action,0.15,0.0,0.0,0.01,0.16
4898,DISNEY'S BROTHER BEAR,2003-01-01,Action,0.28,0.1,0.0,0.01,0.39
12263,DISNEY'S CHICKEN LITTLE: ACE IN ACTION,2006-01-01,Shooter,0.06,0.0,0.0,0.0,0.06
1697,DISNEY'S CHIP 'N DALE: RESCUE RANGERS,1990-01-01,Platform,0.68,0.14,0.35,0.02,1.19
11878,DISNEY'S DONALD DUCK ADVANCE,2001-01-01,Platform,0.05,0.02,0.0,0.0,0.07
2443,DISNEY'S DUCKTALES,1997-01-01,Action,1.73,0.53,0.77,0.07,3.1
4780,DISNEY'S HERCULES / DISNEY'S THE JUNGLE BOOK: GROOVE PARTY / A BUG'S LIFE,2003-01-01,Misc,0.23,0.15,0.0,0.03,0.4
4780,DISNEY'S HERCULES / DISNEY'S THE JUNGLE BOOK: GROOVE PARTY / A BUG'S LIFE,2003-01-01,Misc,0.23,0.15,0.0,0.03,0.4
14288,DISNEY'S HIDE & SNEAK,2003-01-01,Action,0.03,0.01,0.0,0.0,0.03
8351,DISNEY'S HOME ON THE RANGE,2004-01-01,Action,0.12,0.04,0.0,0.0,0.17
3087,DISNEY'S KIM POSSIBLE 2: DRAKKEN'S DEMISE,2004-01-01,Platform,0.47,0.17,0.0,0.01,0.66
4239,DISNEY'S KIM POSSIBLE 3: TEAM POSSIBLE,2005-01-01,Platform,0.33,0.12,0.0,0.01,0.46
12456,DISNEY'S KIM POSSIBLE: GLOBAL GEMINI,2007-01-01,Platform,0.05,0.01,0.0,0.0,0.06
12456,DISNEY'S KIM POSSIBLE: GLOBAL GEMINI,2007-01-01,Platform,0.05,0.01,0.0,0.0,0.06
9390,DISNEY'S KIM POSSIBLE: KIMMUNICATOR,2005-01-01,Platform,0.11,0.01,0.0,0.01,0.13
3918,DISNEY'S KIM POSSIBLE: REVENGE OF MONKEY FIST,2002-01-01,Platform,0.37,0.14,0.0,0.01,0.51
1915,DISNEY'S LILO & STITCH,2002-01-01,Platform,0.77,0.29,0.0,0.02,1.08
7803,DISNEY'S MAGICAL MIRROR STARRING MICKEY MOUSE,2002-01-01,Adventure,0.15,0.04,0.0,0.01,0.19
12283,DISNEY'S MAGICAL QUEST 2 STARRING MICKEY AND MINNIE,2003-01-01,Action,0.05,0.02,0.0,0.0,0.06
14967,DISNEY'S MAGICAL QUEST 3 STARRING MICKEY AND DONALD,2003-01-01,Action,0.02,0.01,0.0,0.0,0.02
7272,DISNEY'S MAGICAL QUEST STARRING MICKEY AND MINNIE,2002-01-01,Action,0.16,0.06,0.0,0.0,0.22
10149,DISNEY'S PETER PAN: RETURN TO NEVER LAND,2002-01-01,Platform,0.08,0.03,0.0,0.0,0.11
5817,DISNEY'S STITCH: EXPERIMENT 626,2002-01-01,Action,0.15,0.12,0.0,0.04,0.31
8758,DISNEY'S STORY STUDIO: DISNEY'S MULAN,1999-01-01,Misc,0.09,0.06,0.0,0.01,0.15
7621,DISNEY'S TARZAN,2000-01-01,Platform,0.16,0.04,0.0,0.0,0.2
1618,DISNEY'S TARZAN / DISNEY'S ALADDIN IN NASIRA'S REVENGE / DISNEY'S THE EMPEROR'S NEW GROOVE ACTION GAME,2003-01-01,Misc,0.69,0.47,0.0,0.08,1.23
12921,DISNEY'S TARZAN UNTAMED,1995-01-01,Racing,0.34,0.2,0.0,0.05,0.59
12921,DISNEY'S TARZAN UNTAMED,1995-01-01,Racing,0.34,0.2,0.0,0.05,0.59
5285,DISNEY'S TARZAN: RETURN TO THE JUNGLE,2002-01-01,Action,0.25,0.09,0.0,0.01,0.35
5816,DISNEY'S THE EMPEROR'S NEW GROOVE,2000-01-01,Platform,0.17,0.12,0.0,0.02,0.31
5816,DISNEY'S THE EMPEROR'S NEW GROOVE,2000-01-01,Platform,0.17,0.12,0.0,0.02,0.31
5816,DISNEY'S THE EMPEROR'S NEW GROOVE,2000-01-01,Platform,0.17,0.12,0.0,0.02,0.31
10647,DISNEY'S THE JUNGLE BOOK,2002-01-01,Platform,0.07,0.03,0.0,0.0,0.1
2344,DISNEY'S THE LION KING,2016-01-01,Sports,2.23,0.76,0.11,0.11,3.2
8804,DISNEY'S THE LION KING: SIMBA'S MIGHTY ADVENTURE,2000-01-01,Action,0.08,0.06,0.0,0.01,0.15
2534,DISNEY'S THE LITTLE MERMAID: ARIEL'S UNDERSEA ADVENTURE,2006-01-01,Action,0.73,0.03,0.0,0.06,0.81
11668,DISNEY'S TREASURE PLANET,2010-01-01,Action,0.36,0.2,0.0,0.05,0.6100000000000001
9470,DISRUPTOR,1995-01-01,Shooter,0.07,0.05,0.0,0.01,0.13
2345,DISSIDIA 012: DUODECIM FINAL FANTASY,2011-01-01,Fighting,0.21,0.13,0.46,0.08,0.89
721,DISSIDIA: FINAL FANTASY,2008-01-01,Fighting,0.51,0.51,0.91,0.32,2.25
12360,DISSIDIA: FINAL FANTASY UNIVERSAL TUNING,2009-01-01,Fighting,0.0,0.0,0.06,0.0,0.06
14784,DIVINITY II: FLAMES OF VENGEANCE,2010-01-01,Role-Playing,0.0,0.02,0.0,0.01,0.03
